央视频道,#genre#
CCTV5,http://124.77.92.229:4022/rtp/233.18.204.71:5140
CCTV5,http://124.77.92.229:4022/rtp/233.18.204.24:5140
CCTV5,http://36.46.98.88:8010/rtp/239.111.205.10:5140
CCTV5,http://36.46.98.88:8010/rtp/239.109.205.214:9208
CCTV5,http://36.46.98.88:8010/rtp/239.109.205.80:8576
CCTV5,http://36.46.98.88:8010/rtp/239.112.205.222:5140
CCTV5,http://36.46.98.88:8010/rtp/239.112.205.226:5140
CCTV5,http://222.184.194.52:8000/rtp/239.49.9.32:6000
CCTV5,http://222.184.194.52:8000/rtp/239.49.1.5:6000
CCTV5,http://124.66.98.85:4022/rtp/239.254.96.66:7512
CCTV5,http://123.112.208.143:4022/rtp/239.3.1.173:8001
CCTV5,http://61.187.148.168:4022/rtp/239.76.253.155:9000
CCTV5,http://61.187.148.168:4022/rtp/239.76.246.155:1234
CCTV5,http://61.187.148.168:4022/rtp/239.76.254.214:9000
CCTV5,http://121.230.33.64:8000/rtp/239.49.9.32:6000
CCTV5,http://121.230.33.64:8000/rtp/239.49.1.5:6000
CCTV5,http://123.117.175.121:8118/rtp/239.3.1.173:8001
CCTV5,http://113.233.42.243:8866/rtp/232.0.0.171:1234
CCTV5,http://113.120.108.132:4000/rtp/239.21.1.5:5002
CCTV5,http://183.164.37.9:4022/rtp/238.1.78.171:7240
CCTV5,http://60.13.87.224:4022/rtp/239.254.96.66:7512
CCTV5,http://171.83.38.8:8888/rtp/239.69.1.123:10376
CCTV5,http://180.122.53.38:4022/rtp/239.49.9.32:6000
CCTV5,http://180.122.53.38:4022/rtp/239.49.1.5:6000
CCTV5,http://111.193.230.175:8888/rtp/239.3.1.173:8001
CCTV5,http://117.91.60.238:8800/rtp/239.49.9.32:6000
CCTV5,http://117.91.60.238:8800/rtp/239.49.1.5:6000
CCTV5,http://120.0.44.202:9999/rtp/239.253.92.181:6046
CCTV5,http://114.249.13.164:4022/rtp/239.3.1.173:8001
CCTV5,http://123.160.206.31:8009/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://123.13.158.206:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://114.241.106.76:85/tsfile/live/5/1005_1.m3u8?key=txiptv
CCTV5,http://114.241.106.139:85/tsfile/live/5/1005_1.m3u8?key=txiptv
CCTV5,http://101.65.134.101:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://139.227.221.179:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://113.195.9.171:85/tsfile/live/1178_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://123.159.210.185:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://175.22.10.193:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://59.174.160.132:7777/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://221.232.199.200:7777/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://110.72.78.203:8181/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://27.10.95.231:4022/rtp/225.0.4.73:7980
CCTV5+,http://113.241.133.180:85/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://180.157.180.130:8889/rtp/233.18.204.67:5140
CCTV5+,http://27.18.153.170:8888/rtp/239.254.96.234:9484
CCTV5+,http://27.18.153.170:8888/rtp/239.254.96.99:8568
CCTV5+,http://124.165.251.82:85/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://116.77.33.98:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5+,http://61.178.227.57:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://123.112.162.134:4022/rtp/239.3.1.130:8004
CCTV5+,http://124.77.92.229:4022/rtp/233.18.204.67:5140
CCTV5+,http://36.46.98.88:8010/rtp/239.111.205.13:5140
CCTV5+,http://222.184.194.52:8000/rtp/239.49.8.137:6000
CCTV5+,http://124.66.98.85:4022/rtp/239.254.96.83:7004
CCTV5+,http://123.112.208.143:4022/rtp/239.3.1.130:8004
CCTV5+,http://61.187.148.168:4022/rtp/239.76.246.168:1234
CCTV5+,http://61.187.148.168:4022/rtp/239.76.254.215:9000
CCTV5+,http://121.230.33.64:8000/rtp/239.49.8.137:6000
CCTV5+,http://123.117.175.121:8118/rtp/239.3.1.130:8004
CCTV5+,http://113.233.42.243:8866/rtp/232.0.0.93:1234
CCTV5+,http://113.120.108.132:4000/rtp/239.21.1.190:5002
CCTV5+,http://183.164.37.9:4022/rtp/238.1.78.237:7768
CCTV5+,http://60.13.87.224:4022/rtp/239.254.96.83:7004
CCTV5+,http://171.83.38.8:8888/rtp/239.254.96.234:9484
CCTV5+,http://171.83.38.8:8888/rtp/239.254.96.99:8568
CCTV5+,http://180.122.53.38:4022/rtp/239.49.8.137:6000
CCTV5+,http://111.193.230.175:8888/rtp/239.3.1.130:8004
CCTV5+,http://117.91.60.238:8800/rtp/239.49.8.137:6000
CCTV5+,http://120.0.44.202:9999/rtp/239.253.92.82:8013
CCTV5+,http://114.249.13.164:4022/rtp/239.3.1.130:8004
CCTV5+,http://114.241.106.76:85/tsfile/live/23/1023_1.m3u8?key=txiptv
CCTV5+,http://114.241.106.139:85/tsfile/live/23/1023_1.m3u8?key=txiptv
CCTV5+,http://59.174.160.132:7777/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://221.232.199.200:7777/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://110.72.78.203:8181/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://27.10.95.231:4022/rtp/225.0.4.144:7980
CCTV6,http://27.10.95.231:4022/rtp/225.0.4.140:7980
CCTV6,http://113.241.133.180:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://180.157.180.130:8889/rtp/233.18.204.72:5140
CCTV6,http://180.157.180.130:8889/rtp/233.18.204.25:5140
CCTV6,http://27.18.153.170:8888/rtp/239.69.1.124:10382
CCTV6,http://124.165.251.82:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://116.77.33.98:44330/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://61.178.227.57:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://124.116.183.146:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://123.113.104.82:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://123.112.162.134:4022/rtp/239.3.1.174:8001
CCTV6,http://124.77.92.229:4022/rtp/233.18.204.72:5140
CCTV6,http://124.77.92.229:4022/rtp/233.18.204.25:5140
CCTV6,http://36.46.98.88:8010/rtp/239.109.205.84:8608
